height,sex,weight,age,experience,exercise frequency per week,reps,bench,curl,squat,pulldown,row,pushdown,toe,shoulder,rdl
79,True,249.284893314367,38,0.5,7,15,25,10,40,25,30,10,35,10,25
72,False,184.0578093883357,36,0.5,6,15,30,10,45,20,35,10,45,10,20
50,False,78.59174964438122,63,1.5,3,15,60,20,80,45,55,20,75,20,35
79,False,240.05211948790895,81,1,5,15,75,25,100,55,80,25,105,25,45
67,True,159.3818492176387,40,1.5,2,10,95,30,120,60,85,30,125,30,65
63,False,139.45135135135135,58,0.5,3,5,20,5,25,15,15,5,25,5,5
75,True,210.11735419630156,79,1.5,8,15,110,35,140,65,110,35,145,35,65
84,True,232.25581792318633,39,1.5,1,15,100,35,140,70,100,35,145,35,75
57,True,142.99297297297298,37,1,7,5,60,20,80,40,60,20,80,20,45
57,False,121.3637837837838,44,1,3,15,50,15,60,35,45,15,55,15,25
74,False,204.55157894736843,36,1.5,1,15,105,35,140,75,100,35,135,35,70
61,False,118.3521479374111,55,1,2,15,50,15,55,35,40,15,65,15,30
51,True,101.00611664295874,36,1.5,4,5,80,25,100,45,75,25,105,25,45
61,False,133.490213371266,34,1.5,6,5,80,25,105,45,75,25,100,25,50
72,True,207.06503556187766,77,1.5,2,5,110,35,135,75,105,35,140,35,75
68,True,145.36330014224754,80,1.5,3,15,75,25,95,45,80,25,100,25,50
80,False,274.5718349928876,46,0.5,6,15,35,10,40,25,35,10,40,10,15
66,False,177.21422475106687,52,0.5,2,5,35,10,35,25,25,10,45,10,25
51,True,78.88096728307255,70,1.5,5,15,55,20,75,35,60,20,75,20,40
63,True,176.14907539118067,68,0.5,3,10,30,10,40,25,30,10,35,10,25
64,False,177.24085348506404,57,1.5,2,5,105,35,135,65,110,35,145,35,70
65,True,164.07183499288763,26,1.5,4,5,95,30,125,55,85,30,115,30,60
61,True,140.37115220483642,24,0.5,1,15,10,5,15,15,10,5,20,5,15
60,False,147.78947368421052,62,0.5,3,10,30,10,45,25,35,10,40,10,25
85,True,285.91678520625885,60,1.5,5,10,125,40,165,85,125,40,165,40,75
64,False,153.0027880512091,58,1.5,3,15,85,30,120,60,90,30,115,30,65
82,False,276.03789473684213,80,1.5,1,15,115,40,165,80,120,40,165,40,75
73,True,197.0896159317212,19,0.5,5,15,35,10,35,25,35,10,35,10,25
57,False,142.99297297297298,40,1,6,10,65,20,80,45,65,20,85,20,45
64,True,124.2200853485064,40,0.5,2,10,15,5,20,10,15,5,25,5,10
81,True,215.9623613086771,61,0.5,3,5,35,10,40,25,25,10,45,10,25
68,False,201.7984637268848,64,1,2,5,80,25,105,55,75,25,95,25,50
56,False,132.22054054054055,67,0.5,5,5,35,10,45,25,25,10,40,10,15
67,True,195.90685633001422,21,1.5,4,10,100,35,140,70,100,35,145,35,70
76,False,200.80432432432434,18,1.5,6,10,95,30,125,55,90,30,125,30,55
80,True,210.6628733997155,54,1.5,4,5,90,30,125,65,90,30,125,30,60
56,False,95.10600284495021,33,1.5,4,15,60,20,75,45,60,20,85,20,45
54,False,114.31715504978663,74,1,7,5,50,15,65,30,45,15,55,15,25
82,False,266.09058321479375,22,0.5,4,15,25,10,40,15,25,10,35,10,15
58,False,144.32182076813658,33,1.5,8,15,90,30,125,55,85,30,115,30,55
79,True,265.44224751066855,62,1,8,10,75,25,100,50,80,25,95,25,45
48,True,92.88102418207681,68,1.5,3,5,70,25,100,45,80,25,100,25,50
69,True,186.64745376955906,45,1.5,5,15,105,35,145,75,100,35,140,35,75
76,True,190.12324324324328,67,1,7,10,60,20,80,45,65,20,75,20,40
49,False,87.02344238975819,61,1.5,7,15,55,20,80,45,65,20,85,20,40
50,False,110.95305832147936,72,1.5,1,10,70,25,105,45,70,25,95,25,55
63,False,164.40580369843528,72,1.5,3,15,85,30,115,65,95,30,115,30,65
49,True,79.9194879089616,24,1,1,5,35,10,40,25,35,10,40,10,15
54,False,102.45405405405405,56,1.5,7,15,60,20,80,35,60,20,85,20,35
56,False,115.98293029871978,45,1,3,15,45,15,65,35,45,15,55,15,25
49,False,79.9194879089616,54,0.5,7,10,20,5,20,10,20,5,15,5,5
85,True,275.228307254623,66,1.5,6,15,125,40,160,80,115,40,160,40,85
58,False,125.65951635846373,64,0.5,5,15,10,5,25,10,10,5,20,5,10
72,True,180.22327169274536,60,0.5,5,5,35,10,45,25,35,10,40,10,20
56,True,132.22054054054055,67,1.5,5,5,85,30,115,65,85,30,125,30,65
73,True,163.5843812233286,26,1,2,5,40,15,60,35,50,15,65,15,30
60,True,107.84637268847793,28,0.5,8,5,10,5,20,15,10,5,15,5,10
60,True,142.4637268847795,17,1,1,15,60,20,85,45,60,20,80,20,35
57,False,128.57351351351355,34,0.5,7,5,10,5,15,10,20,5,20,5,15
61,True,115.59977240398294,16,1.5,7,15,60,20,85,40,55,20,75,20,45
78,True,198.01126600284496,18,0.5,7,10,30,10,45,25,35,10,35,10,20
68,True,191.5375248933144,48,1.5,8,15,110,35,135,75,105,35,135,35,75
76,False,215.75783783783788,20,1.5,4,15,105,35,140,65,110,35,135,35,70
82,False,278.5247226173542,79,1.5,4,10,125,40,165,80,125,40,165,40,85
54,True,121.86640113798008,40,1,5,15,40,15,55,25,50,15,55,15,35
66,False,133.7161877667141,58,1.5,5,10,75,25,105,55,80,25,105,25,45
59,False,148.0539118065434,75,0.5,6,5,35,10,35,25,30,10,35,10,15
85,True,283.2446657183499,44,0.5,4,15,35,10,40,15,25,10,45,10,15
64,False,178.75573257467994,20,1.5,3,5,105,35,145,65,100,35,140,35,65
70,False,179.41109530583213,28,1.5,5,15,90,30,120,55,85,30,115,30,65
82,False,251.1696159317212,68,1.5,1,5,125,40,160,85,115,40,165,40,75
66,False,170.77007112375537,70,1.5,2,10,85,30,120,60,95,30,115,30,55
75,False,241.32290184921763,38,1.5,5,15,115,40,160,85,125,40,155,40,75
50,True,79.51635846372689,20,0.5,4,15,15,5,15,10,20,5,15,5,15
50,False,109.10384068278805,79,1,5,5,50,15,55,30,50,15,55,15,35
80,True,201.19487908961594,54,1,4,10,60,20,80,35,55,20,75,20,45
74,True,170.1221052631579,57,0.5,4,5,35,10,45,15,25,10,35,10,15
85,True,312.6379800853485,27,1.5,3,15,135,45,185,85,135,45,185,45,95
78,False,198.01126600284496,22,1.5,4,10,95,30,115,55,95,30,120,30,55
66,True,159.4928022759602,40,0.5,3,15,25,10,40,25,35,10,35,10,20
61,True,158.2615931721195,58,1.5,4,15,95,30,125,60,95,30,120,30,60
56,True,124.10173541963017,75,1,7,5,45,15,60,35,40,15,55,15,25
68,False,143.6531436699858,33,1,3,10,40,15,60,35,40,15,65,15,35
69,True,198.9732290184922,76,1.5,6,10,100,35,140,75,100,35,135,35,70
60,False,149.12091038406825,54,1.5,4,5,85,30,125,55,85,30,115,30,60
78,False,234.0133143669986,57,1.5,7,5,105,35,135,70,105,35,140,35,65
69,False,211.29900426742535,16,1.5,5,15,120,40,165,85,115,40,155,40,75
79,False,263.13405405405405,17,1.5,7,5,125,40,155,75,120,40,160,40,80
54,True,124.02332859174965,57,0.5,2,10,15,5,15,10,15,5,20,5,10
66,True,156.27072546230443,33,1.5,7,15,90,30,115,65,85,30,115,30,60
81,True,211.1092745376956,27,1,8,15,65,20,80,45,60,20,75,20,45
55,False,100.68990042674254,17,0.5,3,10,15,5,25,5,10,5,25,5,10
62,True,136.48113798008535,22,1.5,5,15,80,25,95,55,80,25,105,25,50
68,True,174.43596017069703,60,0.5,6,10,30,10,40,20,25,10,40,10,15
63,False,167.34162162162164,23,1,6,10,55,20,75,45,55,20,80,20,45
59,True,137.7545092460882,63,1,2,5,55,20,85,45,55,20,80,20,45
50,True,102.63157894736841,79,1.5,4,5,80,25,95,50,75,25,100,25,50
56,False,100.9051493598862,33,1,4,10,45,15,60,30,45,15,60,15,30
57,False,105.74270270270272,26,1.5,4,5,65,20,80,40,60,20,75,20,40
51,False,88.5005974395448,46,0.5,5,10,20,5,20,10,15,5,20,5,10
55,True,96.21479374110953,27,1.5,4,15,65,20,85,45,55,20,80,20,45
55,True,102.92745376955904,31,1.5,4,10,55,20,75,40,65,20,75,20,45
79,True,186.96366998577525,24,1.5,2,10,90,30,120,55,90,30,115,30,65
50,True,76.7425320056899,31,0.5,2,15,10,5,25,10,20,5,20,5,10
53,True,111.16128022759604,78,0.5,1,10,20,5,25,10,20,5,20,5,15
51,False,79.84293029871978,25,1.5,2,5,65,20,80,45,55,20,80,20,45
74,True,226.82947368421054,32,1.5,5,10,115,40,165,85,120,40,160,40,75
56,True,103.2248079658606,81,1.5,3,10,65,20,85,45,65,20,80,20,40
60,True,114.5035561877667,22,0.5,4,10,20,5,20,10,10,5,15,5,10
80,True,227.23186344238974,25,1.5,1,5,110,35,135,65,105,35,145,35,65
71,True,165.92992887624467,70,0.5,1,15,30,10,35,25,25,10,45,10,25
59,False,114.580853485064,38,0.5,1,5,15,5,20,5,10,5,25,5,15
51,True,77.91900426742532,71,1.5,8,10,60,20,80,45,65,20,85,20,45
53,False,120.5112944523471,26,1,2,15,50,15,60,30,50,15,55,15,30
70,True,172.16216216216216,81,1.5,8,10,90,30,125,60,85,30,120,30,55
65,True,173.44736842105263,38,1.5,6,5,110,35,145,75,105,35,135,35,65
64,False,165.12182076813656,50,0.5,6,5,30,10,35,25,35,10,40,10,25
80,False,274.5718349928876,62,1,8,10,85,30,115,65,90,30,125,30,55
84,True,310.5442958748222,80,1.5,5,10,130,45,180,90,140,45,185,45,90
78,False,240.7636984352774,55,1.5,6,10,115,40,165,80,115,40,165,40,80
68,False,148.783613086771,63,1.5,4,10,80,25,95,50,75,25,100,25,50
49,False,98.56736842105263,68,1,2,10,40,15,55,25,40,15,55,15,35
59,True,126.1676813655761,46,1.5,2,10,80,25,100,45,80,25,100,25,55
63,False,161.46998577524894,40,1,8,5,65,20,85,40,55,20,80,20,45
67,True,149.4204836415363,66,1.5,4,15,75,25,95,55,70,25,95,25,55
69,True,195.45157894736843,28,1.5,6,10,110,35,140,70,100,35,135,35,65
85,True,264.5398293029872,62,1.5,8,15,115,40,155,80,125,40,165,40,85
70,True,152.2275960170697,59,1.5,5,10,80,25,100,45,70,25,100,25,45
62,True,136.48113798008535,64,0.5,7,5,15,5,25,10,10,5,25,5,15
80,False,229.59886201991463,26,1.5,8,5,105,35,140,75,100,35,135,35,70
64,False,133.309359886202,37,1.5,4,5,70,25,95,50,80,25,100,25,45
73,True,232.565746799431,43,0.5,8,15,30,10,45,15,30,10,40,10,15
80,True,272.2048364153627,60,1,6,10,75,25,100,45,70,25,105,25,55
73,True,204.97320056899002,66,1,6,5,65,20,80,45,65,20,80,20,40
71,False,167.79431009957327,79,1.5,4,10,90,30,125,65,90,30,115,30,60
83,True,221.6631294452347,55,0.5,8,10,35,10,35,20,25,10,40,10,25
55,True,97.33357041251779,35,1.5,2,10,55,20,85,45,60,20,85,20,40
62,False,143.5895305832148,68,0.5,5,5,35,10,35,15,25,10,45,10,20
48,True,88.620426742532,34,1.5,1,5,65,20,85,40,55,20,75,20,45
83,False,247.14165007112376,25,1.5,7,15,110,35,145,75,105,35,140,35,65
55,True,128.6593172119488,72,1.5,1,10,95,30,125,60,95,30,120,30,65
51,False,84.6527453769559,44,1.5,5,15,55,20,80,40,60,20,80,20,45
82,True,221.3276813655761,75,1.5,4,5,110,35,135,75,105,35,145,35,70
52,False,111.00631578947369,80,1.5,8,10,75,25,105,45,70,25,100,25,50
62,False,123.68603129445235,37,1.5,4,10,70,25,105,50,80,25,95,25,45
81,True,264.4932290184922,74,1.5,4,15,115,40,155,80,115,40,155,40,85
82,True,263.6037553342817,43,1.5,1,10,115,40,155,80,120,40,165,40,75
76,False,200.80432432432434,19,1.5,4,15,90,30,125,65,85,30,120,30,55
79,False,230.81934566145094,37,0.5,4,5,25,10,40,25,30,10,45,10,15
76,False,254.20972972972976,32,1,5,10,75,25,95,50,75,25,105,25,45
58,True,115.70628733997157,63,1.5,2,10,75,25,100,45,75,25,105,25,55
66,False,167.5479943100996,64,1,1,10,55,20,85,40,60,20,75,20,35
85,True,277.900426742532,73,1.5,6,5,125,40,165,85,125,40,155,40,85
65,True,143.75817923186344,37,1,6,5,45,15,65,25,45,15,65,15,35
68,False,193.24768136557614,63,1,4,15,60,20,75,35,60,20,80,20,40
84,False,258.3519772403983,55,0.5,4,10,35,10,35,15,35,10,40,10,15
53,False,86.22790896159319,71,1,8,10,35,10,45,15,35,10,35,10,25
82,True,216.35402560455194,71,1,7,15,65,20,85,35,55,20,85,20,45
81,True,215.9623613086771,58,1.5,3,5,105,35,140,75,110,35,135,35,75
51,False,84.6527453769559,76,0.5,6,10,20,5,15,15,15,5,15,5,15
54,False,95.98327169274539,17,1,5,10,45,15,65,30,40,15,60,15,35
62,True,162.07135135135135,52,1,1,5,55,20,75,35,60,20,80,20,45
67,False,167.68298719772403,43,1,8,15,60,20,75,35,55,20,75,20,35
59,False,146.76648648648649,73,0.5,7,10,30,10,35,25,30,10,40,10,20
68,False,181.27658605974398,69,1,4,5,65,20,80,45,65,20,80,20,40
83,False,226.75883357041255,50,0.5,3,15,35,10,45,15,30,10,35,10,15
65,True,159.38406827880513,33,0.5,3,15,25,10,40,20,30,10,45,10,15
71,True,151.01487908961593,16,0.5,8,5,20,5,15,5,20,5,25,5,5
78,True,234.0133143669986,79,1.5,2,5,100,35,145,75,105,35,145,35,75
68,True,145.36330014224754,66,0.5,4,15,20,5,20,5,20,5,20,5,15
66,True,191.7135704125178,54,1.5,4,15,100,35,135,75,105,35,140,35,65
75,False,222.599573257468,78,1,3,15,80,25,100,50,70,25,100,25,45
55,True,134.25320056899005,45,1,7,15,60,20,75,35,60,20,80,20,35
48,False,97.99374110953059,34,1.5,3,15,70,25,100,50,70,25,100,25,45
55,False,108.52133712660029,30,1.5,4,5,75,25,95,50,75,25,95,25,55
73,False,189.20603129445234,38,0.5,2,10,35,10,45,25,30,10,35,10,25
85,False,264.5398293029872,26,1.5,7,15,125,40,155,80,115,40,165,40,85
63,True,151.19462304409674,48,0.5,8,15,30,10,40,25,30,10,45,10,15
49,True,88.79943100995733,43,0.5,4,5,20,5,15,15,20,5,25,5,10
82,False,295.93251778093884,73,1.5,1,15,140,45,185,95,135,45,180,45,90
60,True,115.83499288762445,24,1.5,2,15,75,25,100,55,80,25,100,25,55
62,True,122.26435277382647,40,1.5,5,10,80,25,105,45,70,25,105,25,55
58,False,120.68290184921766,46,1.5,7,10,70,25,95,55,70,25,95,25,55
68,False,165.88517780938838,45,1.5,1,5,90,30,115,60,90,30,120,30,60
65,False,156.2588904694168,34,1.5,2,5,90,30,115,60,85,30,120,30,65
57,True,118.96054054054055,56,1,6,5,50,15,60,25,50,15,65,15,35
54,True,102.45405405405405,36,1.5,7,10,60,20,85,35,55,20,80,20,35
64,False,171.1813371266003,23,1,8,5,65,20,85,35,60,20,85,20,45
82,True,256.14327169274543,23,1.5,2,10,120,40,155,75,125,40,155,40,85
67,False,144.43980085348505,77,1.5,4,5,80,25,105,55,75,25,100,25,45
82,True,236.24864864864867,32,1,3,10,80,25,105,55,75,25,95,25,55
73,True,183.2933428165007,78,1.5,8,5,90,30,120,55,90,30,125,30,55
61,False,130.73783783783784,64,0.5,4,5,20,5,20,15,15,5,20,5,5
52,False,117.00665718349929,79,1,6,15,50,15,55,25,50,15,65,15,30
67,False,182.62503556187767,33,0.5,2,15,35,10,40,25,30,10,40,10,25
80,False,253.26884779516357,18,1,7,5,70,25,100,45,70,25,100,25,55
85,True,248.5071123755334,16,0.5,3,5,30,10,45,25,25,10,45,10,15
49,False,73.70352773826458,25,1,8,5,30,10,45,25,35,10,45,10,20
52,False,111.00631578947369,29,0.5,3,5,10,5,20,15,15,5,15,5,5
66,True,148.21553342816503,79,1.5,5,10,70,25,105,55,70,25,95,25,45
83,False,293.00298719772405,66,1,6,5,90,30,125,55,90,30,115,30,65
64,True,169.66645803698438,72,1.5,1,5,90,30,125,60,95,30,125,30,65
79,False,210.04560455192038,44,1.5,7,15,90,30,125,60,85,30,125,30,65
60,True,149.12091038406825,21,0.5,6,10,30,10,45,15,30,10,40,10,25
52,True,109.00620199146515,27,1.5,7,15,80,25,95,50,80,25,105,25,45
77,True,219.28022759601706,61,1.5,3,5,110,35,140,65,105,35,135,35,65
55,False,115.23399715504978,63,1,8,10,50,15,55,30,45,15,55,15,35
63,False,142.3871692745377,20,1.5,5,15,80,25,105,45,70,25,105,25,55
52,True,97.00551920341395,77,1.5,6,5,65,20,80,45,60,20,75,20,35
53,True,90.38347083926031,32,0.5,8,5,10,5,25,10,20,5,15,5,5
70,False,197.5334281650071,55,1.5,6,15,100,35,140,75,105,35,140,35,70
67,False,182.62503556187767,53,1.5,2,5,105,35,145,70,100,35,145,35,70
52,True,115.00654338549074,76,1,1,5,50,15,60,30,50,15,60,15,25
64,False,165.12182076813656,74,1,4,10,65,20,75,45,55,20,85,20,35
63,True,146.7908961593172,31,0.5,5,5,30,10,45,15,25,10,40,10,20
73,False,195.118719772404,33,1.5,4,15,110,35,140,75,105,35,135,35,70
63,False,123.30435277382647,36,1.5,8,15,80,25,95,55,75,25,95,25,50
76,False,241.39243243243246,71,1.5,8,5,115,40,160,75,120,40,165,40,85
51,False,101.96807965860597,31,0.5,7,5,15,5,20,15,10,5,20,5,5
79,True,263.13405405405405,46,0.5,3,10,25,10,45,25,25,10,40,10,15
85,True,256.5234708392603,34,0.5,8,5,35,10,45,25,30,10,40,10,20
65,False,171.88477951635846,67,1.5,2,10,95,30,115,65,90,30,115,30,55
48,False,83.50770981507823,38,0.5,6,5,10,5,15,5,20,5,20,5,10
75,False,212.1977240398293,65,1.5,6,10,105,35,140,70,100,35,135,35,70
74,False,230.88,48,1.5,3,15,115,40,155,85,115,40,165,40,75
71,False,186.43812233285917,28,0.5,1,10,25,10,35,20,30,10,45,10,25
51,True,77.91900426742532,21,1,7,5,35,10,45,25,35,10,40,10,20
60,False,115.83499288762445,62,1.5,6,5,75,25,100,45,75,25,105,25,45
76,False,220.0302702702703,35,0.5,7,10,25,10,40,15,25,10,40,10,15
49,True,94.12739687055476,47,1.5,6,15,75,25,95,45,75,25,95,25,50
78,False,267.76523470839265,75,1,3,15,70,25,95,45,80,25,100,25,50
69,False,204.25570412517783,61,1.5,4,15,110,35,145,65,105,35,145,35,75
74,True,224.8042105263158,36,1.5,3,10,110,35,145,65,100,35,135,35,75
52,False,101.00574679943102,78,1.5,4,5,75,25,100,55,70,25,95,25,45
58,False,126.90366998577525,76,1,2,5,40,15,55,25,45,15,65,15,25
56,True,113.66327169274538,18,1,1,15,40,15,55,30,40,15,60,15,35
50,False,108.17923186344238,40,1.5,8,10,70,25,105,55,80,25,105,25,55
68,False,164.17502133712662,41,1,3,15,60,20,80,35,65,20,85,20,35
67,True,161.04207681365577,22,1,4,15,60,20,80,35,60,20,75,20,35
58,True,110.72967283072546,59,1.5,4,5,70,25,95,45,75,25,105,25,45
84,True,232.25581792318633,18,1.5,6,10,105,35,145,70,105,35,140,35,65
80,True,281.6728307254623,72,1.5,5,15,130,45,185,95,140,45,185,45,95
55,False,96.21479374110953,17,0.5,4,5,15,5,20,10,20,5,20,5,10
50,False,85.98862019914651,74,1,6,15,35,10,45,15,25,10,40,10,20
61,False,115.59977240398294,54,0.5,4,15,15,5,15,10,10,5,15,5,10
71,True,219.9969843527738,35,1.5,1,10,120,40,165,75,115,40,155,40,85
82,False,276.03789473684213,58,1.5,2,15,125,40,160,85,120,40,165,40,80
84,True,260.9615931721195,79,1.5,5,5,125,40,155,75,115,40,165,40,85
48,True,82.65559032716926,72,1.5,6,5,55,20,75,40,65,20,75,20,40
49,True,72.81553342816501,20,1.5,1,15,45,15,55,35,45,15,60,15,25
74,True,200.50105263157897,24,1,8,5,65,20,75,35,60,20,85,20,35
80,True,231.96586059743953,25,0.5,2,15,25,10,35,20,25,10,45,10,15
85,True,237.81863442389758,78,1.5,6,5,105,35,135,75,100,35,140,35,65
56,True,132.22054054054055,81,1,4,5,65,20,75,35,60,20,85,20,40
76,False,207.212972972973,51,1.5,5,5,110,35,140,75,110,35,140,35,70
65,True,159.38406827880513,44,0.5,2,10,30,10,35,25,25,10,40,10,20
75,False,212.1977240398293,78,1.5,2,15,110,35,140,75,110,35,135,35,65
62,False,125.10770981507824,56,1.5,3,5,75,25,105,50,80,25,100,25,50
63,True,168.8095305832148,46,1,2,5,65,20,80,45,60,20,85,20,40
75,False,183.07254623044096,71,1.5,4,15,90,30,120,65,90,30,125,30,65
62,False,169.1797439544808,58,1.5,5,15,100,35,145,75,105,35,135,35,70
80,True,253.26884779516357,57,0.5,6,5,25,10,40,25,25,10,40,10,25
84,False,284.4481365576102,47,1,6,10,80,25,100,50,80,25,95,25,55
55,True,92.85846372688478,29,1.5,7,15,65,20,75,35,55,20,75,20,40
63,True,170.27743954480798,68,0.5,8,5,25,10,40,15,35,10,45,10,20
71,False,164.06554765291605,26,0.5,7,15,20,5,15,5,15,5,25,5,15
71,False,182.709359886202,27,0.5,4,5,35,10,35,25,30,10,40,10,15
48,True,90.32466571834993,34,1.5,7,15,65,20,75,45,55,20,75,20,45
69,False,146.14847795163587,74,1.5,1,10,75,25,100,50,80,25,105,25,45
48,False,101.40221906116643,30,0.5,2,10,20,5,25,10,20,5,15,5,10
60,True,130.48079658605974,73,1.5,2,10,75,25,100,45,75,25,95,25,45
78,False,207.01177809388338,56,1,2,10,65,20,80,45,60,20,80,20,35
83,False,305.74224751066856,16,1,2,10,90,30,115,55,95,30,115,30,65
75,False,241.32290184921763,77,1,1,10,70,25,100,50,75,25,105,25,45
54,True,122.94486486486487,30,1.5,6,5,80,25,95,45,75,25,105,25,45
81,True,281.47903271692746,29,1.5,3,15,140,45,185,85,140,45,180,45,90
79,False,235.43573257467997,47,1,8,5,70,25,95,50,75,25,95,25,55
57,True,130.97675675675677,47,1.5,1,10,95,30,115,60,95,30,120,30,60
80,False,205.9288762446657,74,0.5,6,5,30,10,40,15,25,10,45,10,20
60,False,159.77240398293029,18,1,4,10,55,20,75,35,60,20,85,20,40
71,False,175.2518349928876,52,1,6,10,60,20,85,40,65,20,85,20,35
60,True,127.81792318634423,71,1.5,8,15,70,25,95,50,70,25,95,25,55
71,True,158.4724039829303,34,1.5,6,15,70,25,95,45,75,25,95,25,55
80,True,215.39687055476531,49,0.5,5,15,35,10,45,15,25,10,40,10,20
63,True,170.27743954480798,69,1.5,8,15,100,35,140,75,105,35,140,35,75
52,False,96.00546230440966,78,1.5,2,15,65,20,80,40,65,20,75,20,45
69,False,160.23507823613087,44,1.5,6,15,95,30,125,65,90,30,115,30,60
72,False,184.0578093883357,32,1.5,2,5,85,30,125,60,95,30,115,30,55
55,False,97.33357041251779,39,0.5,7,15,15,5,25,10,10,5,20,5,10
54,False,115.39561877667141,56,1,8,10,40,15,65,30,40,15,60,15,25
56,False,119.46241820768137,35,1.5,4,15,80,25,100,45,70,25,105,25,55
61,True,147.25209103840683,76,0.5,3,5,35,10,40,25,25,10,35,10,25
82,True,273.55106685633,38,1,7,10,70,25,105,55,80,25,105,25,55
48,False,86.91618776671409,80,0.5,2,5,20,5,20,15,10,5,25,5,5
75,False,243.40327169274536,44,1.5,1,10,115,40,165,85,120,40,160,40,80
58,False,111.973826458037,21,0.5,7,5,10,5,20,5,15,5,20,5,10
53,False,100.77237553342816,40,1,3,15,40,15,55,35,40,15,55,15,25
63,False,173.2132574679943,46,1,1,15,55,20,85,40,65,20,75,20,40
72,True,164.88512091038407,49,1.5,2,10,90,30,115,65,85,30,115,30,65
82,False,231.27499288762448,45,1.5,5,10,105,35,135,65,100,35,135,35,75
71,True,167.79431009957327,76,1.5,2,5,95,30,120,60,95,30,120,30,55
51,True,86.57667140825035,58,1.5,6,15,60,20,75,40,60,20,85,20,45
50,False,78.59174964438122,18,1.5,6,15,60,20,85,40,60,20,80,20,35
49,False,77.25550497866287,67,1.5,2,15,60,20,80,35,55,20,75,20,45
80,False,198.82788051209104,32,1.5,3,10,85,30,120,65,95,30,115,30,65
52,True,119.00677098150783,71,1.5,8,5,95,30,120,65,85,30,115,30,65
61,True,132.11402560455193,79,1.5,5,5,75,25,105,50,80,25,105,25,55
52,False,115.00654338549074,19,1,6,10,40,15,60,30,40,15,60,15,30
61,True,156.8854054054054,52,1,6,10,60,20,80,35,60,20,80,20,45
76,False,179.44216216216216,37,1,4,10,65,20,80,40,60,20,80,20,45
48,True,88.620426742532,32,1.5,5,10,65,20,85,45,60,20,75,20,40
67,True,199.22731152204835,39,0.5,3,10,25,10,35,25,30,10,40,10,25
85,False,264.5398293029872,81,1,2,10,80,25,95,45,75,25,95,25,45
59,True,139.04193456614507,51,0.5,3,10,35,10,45,20,30,10,40,10,15
50,True,93.3854907539118,66,0.5,5,5,10,5,15,5,10,5,20,5,15
79,True,267.7504409672831,64,1,1,5,80,25,100,45,75,25,100,25,55
79,False,276.9832147937411,42,1.5,4,5,140,45,175,85,130,45,185,45,85
56,False,126.42139402560457,80,0.5,3,5,15,5,20,15,15,5,15,5,15
73,False,199.0605120910384,20,1.5,3,5,105,35,140,65,110,35,135,35,75
75,False,212.1977240398293,55,0.5,8,5,25,10,45,25,25,10,40,10,25
70,True,188.47226173541964,65,1,4,5,65,20,85,35,60,20,85,20,40
69,False,149.67012802275963,17,1.5,5,15,80,25,95,55,70,25,105,25,50
53,True,112.20017069701282,27,1,6,10,45,15,60,35,40,15,60,15,25
70,True,199.3456614509246,57,1.5,2,15,100,35,140,70,100,35,135,35,75
68,False,189.82736842105268,70,0.5,2,5,25,10,35,25,30,10,35,10,15
73,True,203.00230440967283,42,1.5,7,15,105,35,145,65,100,35,145,35,75
65,False,167.19701280227596,65,1,8,10,55,20,85,40,55,20,80,20,45
76,False,194.3956756756757,30,0.5,8,10,30,10,45,25,25,10,40,10,15
50,True,95.23470839260314,46,1.5,4,15,55,20,80,45,55,20,85,20,45
79,False,196.1964438122333,45,1.5,8,5,90,30,125,55,90,30,115,30,60
72,False,182.14054054054054,65,1,8,15,60,20,85,45,55,20,75,20,45
77,False,188.5809957325747,36,1,4,15,60,20,85,40,65,20,75,20,40
65,True,129.69487908961594,63,1.5,7,5,70,25,105,55,75,25,95,25,45
80,True,248.5348506401138,24,1,7,15,70,25,105,45,70,25,95,25,45
71,False,192.03126600284494,66,1,5,5,65,20,85,45,60,20,75,20,45
59,False,141.6167852062589,60,1.5,6,15,90,30,115,60,95,30,125,30,55
71,True,216.26822190611662,46,0.5,8,5,25,10,35,15,25,10,45,10,25
77,True,254.3650640113798,81,1.5,6,10,120,40,160,85,115,40,165,40,75
76,False,179.44216216216216,24,0.5,4,10,35,10,35,25,25,10,40,10,20
51,False,101.00611664295874,68,0.5,1,15,15,5,20,5,10,5,20,5,5
80,False,205.9288762446657,17,1.5,4,15,95,30,120,55,90,30,125,30,65
71,True,175.2518349928876,65,1.5,8,5,90,30,115,60,95,30,120,30,65
59,False,148.0539118065434,40,1.5,8,15,95,30,115,65,85,30,115,30,65
66,False,165.9369559032717,36,1.5,1,5,95,30,120,55,85,30,125,30,55
60,False,153.1152204836415,35,1.5,1,15,95,30,115,65,85,30,125,30,55
62,True,123.68603129445235,44,1,2,10,40,15,55,35,40,15,65,15,35
73,False,214.8276813655761,60,0.5,5,15,35,10,40,20,35,10,45,10,20
52,False,111.00631578947369,45,1.5,5,5,70,25,100,55,80,25,105,25,50
68,True,143.6531436699858,54,1,7,5,40,15,55,35,40,15,65,15,35
58,False,124.41536273115221,25,1,4,10,40,15,60,30,40,15,55,15,35
59,False,122.3054054054054,22,1.5,5,10,75,25,100,45,70,25,100,25,45
74,False,228.85473684210527,19,1.5,7,15,120,40,160,75,115,40,165,40,85
51,False,76.9570412517781,62,0.5,7,15,10,5,20,15,15,5,20,5,10
